Fe,Ti,Ca,Si,Al,Mg,Na,date,timestamp,lat,lon
11.0093,1.62539,5.01301,7.59739,5.21457,19.6603,4.88002,2019-09-14,2019-09-14 21:52:19,54.6253,97.790175
1.15663,0.0593487,5.02042,14.9944,9.12783,19.9975,4.64387,2019-09-14,2019-09-14 01:38:26,-18.9264,106.91725
1.70799,11.6161,5.61521,4.66163,7.81074,19.9649,3.62341,2019-09-14,2019-09-14 07:38:02,-10.505500000000001,103.792
1.0211,0.0129182,5.01495,18.893,5.28188,19.7803,4.99586,2019-09-14,2019-09-14 10:26:34,42.91347499999999,-78.554475
16.4195,0.0805341,5.59462,3.05466,5.62484,19.26,4.96582,2019-09-14,2019-09-14 01:16:42,-85.63995,93.29455
1.02633,8.40088,5.18215,10.8604,5.07381,19.5303,4.92617,2019-09-14,2019-09-14 18:48:43,-36.823975000000004,-81.29405
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:13:25,-88.75784999999999,-121.960675
1.00874,0.956239,5.01261,18.7779,5.47954,18.8422,4.92271,2019-09-14,2019-09-14 10:29:54,32.967375,-78.27869999999999
1.77335,13.9849,5.26139,4.05695,5.00912,19.9424,4.97182,2019-09-14,2019-09-14 00:06:18,61.38565,110.07175
1.00395,10.5289,5.04358,8.46082,5.34527,19.6212,4.99627,2019-09-14,2019-09-14 13:59:15,62.53705,102.62950000000001
3.28768,0.00688847,5.5367,16.5493,6.37839,18.9122,4.32884,2019-09-14,2019-09-14 18:03:55,82.5382,107.02600000000001
7.03969,9.37793,14.4618,15.8628,5.19626,0.217294,2.84418,2019-09-14,2019-09-14 01:47:46,9.304475,107.37025
13.3667,11.3455,8.35404,4.67133,6.74542,5.54922,4.96786,2019-09-14,2019-09-14 05:54:34,35.984,105.72025000000001
2.47555,9.92369,5.19735,9.65312,5.07212,19.9041,2.77413,2019-09-14,2019-09-14 17:23:31,-38.6552,97.720725
1.00564,0.00396033,5.25342,17.3158,6.48784,19.9418,4.9916,2019-09-14,2019-09-14 10:49:30,-26.35615,-77.211525
6.23703,0.542508,16.7943,11.0692,17.1998,1.90023,1.25694,2021-04-22,2021-04-22 20:16:13,-80.5982,-74.90825000000001
1.03294,4.13727,5.16953,13.8439,6.15135,19.9835,4.6815,2019-09-14,2019-09-14 10:38:10,8.129025,-77.80295000000001
13.3939,13.8342,5.37951,1.21336,5.87856,10.9001,4.40044,2019-09-14,2019-09-14 19:25:07,-30.502299999999998,96.832
4.94103,1.36903,9.17026,20.478,13.6313,5.11176,0.298553,2019-09-14,2019-09-14 11:16:26,-70.29245,98.949525
1.13698,0.100124,5.00537,18.8819,5.05992,19.8201,4.9956,2019-09-14,2019-09-14 10:20:42,60.336525,-79.40025
7.14525,14.5283,5.98999,4.10386,6.0378,13.3969,3.79793,2019-09-14,2019-09-14 01:39:22,-16.08855,106.96600000000001
1.01808,0.0350306,5.00908,9.51124,15.012,19.5725,4.84211,2019-09-14,2019-09-14 14:08:03,88.10825,138.805
1.02454,0.02363,9.31464,0.150627,19.939,19.8111,4.73649,2019-09-14,2019-09-14 23:02:43,-86.4066,-65.079575
4.98834,1.18748,9.07933,17.1039,16.5811,5.02091,1.03894,2019-09-14,2019-09-14 11:45:46,19.2437,102.10375
1.31987,4.95665,5.00589,4.79724,14.1207,19.8419,4.95773,2019-09-14,2019-09-14 18:33:31,9.447600000000001,-82.19597499999999
1.0317,0.013497,5.01271,20.0668,5.07262,18.8179,4.98483,2019-09-14,2019-09-14 10:06:50,78.58879999999999,108.055
1.07402,0.013711,5.04117,11.5097,12.8127,19.5519,4.99686,2019-09-14,2019-09-14 06:38:42,12.8732,-75.702325
1.03195,0.0324368,5.22857,18.6974,5.02426,19.9891,4.99632,2019-09-14,2019-09-14 10:26:26,43.310575,-78.56729999999999
5.0,1.0,9.0,21.0,14.0,5.0,0.5,2019-09-14,2019-09-14 01:09:30,-71.865375,-69.19752500000001
1.76523,0.275161,5.58102,17.1791,5.89473,19.5503,4.7545,2019-09-14,2019-09-14 01:36:02,-26.238674999999997,106.7795
18.3346,0.991789,6.89901,1.59665,5.93161,18.2445,3.00184,2019-09-14,2019-09-14 01:40:18,-13.253925,107.01374999999999
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:20:13,-68.313225,-71.79197500000001
2.64018,6.7806,5.03145,11.5598,5.09113,19.3329,4.56388,2019-09-14,2019-09-14 10:17:54,68.61930000000001,-80.244625
1.20868,0.029611,5.13861,14.3611,19.9814,9.31351,4.96711,2019-09-14,2019-09-14 01:14:18,-86.5805,-53.946075
1.76523,0.275161,5.58102,17.1791,5.89473,19.5503,4.7545,2019-09-14,2019-09-14 01:09:46,-72.68985,-69.034425
1.15663,0.0593487,5.02042,14.9944,9.12783,19.9975,4.64387,2019-09-14,2019-09-14 10:17:14,70.5881,-80.54715
1.02321,0.026771,6.18758,17.3559,5.4961,19.957,4.95342,2019-09-14,2019-09-14 06:39:38,10.056000000000001,-75.655675
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:14:29,-85.85552500000001,-82.0951
1.0564,0.0416455,5.3871,21.0236,5.63878,17.2082,4.64425,2019-09-14,2019-09-14 01:24:10,-62.666225,105.35974999999999
1.14817,13.132,5.03196,5.68883,5.14448,19.9883,4.86628,2019-09-14,2019-09-14 22:13:15,63.54315,-86.3598
1.15317,0.0068033,5.14535,17.1117,7.07369,19.8285,4.68087,2019-09-14,2019-09-14 12:09:54,88.4651,-133.5195
9.87252,8.31308,11.3262,2.53303,11.7046,8.96087,2.28977,2019-09-14,2019-09-14 09:34:10,-19.03395,102.5545
2.40394,0.00312154,6.80647,15.8412,6.46381,18.6654,4.81602,2019-09-14,2019-09-14 01:38:18,-19.332075,106.90975
1.19414,1.12833,5.14568,17.5748,5.00094,19.9613,4.99485,2019-09-14,2019-09-14 10:42:18,-4.38995,-77.60175000000001
1.00289,0.0107428,5.32542,9.66216,14.179,19.9313,4.88852,2019-09-14,2019-09-14 13:06:02,-80.6024,-72.312425
1.23355,0.0321678,5.64136,18.6418,5.57943,19.4712,4.40053,2019-09-14,2019-09-14 01:01:22,-46.733725,-71.24145
1.13815,0.00510295,5.09827,3.91244,19.9822,19.8771,4.98681,2019-09-14,2019-09-14 03:13:38,-87.65965,-51.945425
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:10:45,-82.52215,117.23899999999999
1.17823,3.00821,5.06602,15.8633,5.02922,20.0,4.85511,2019-09-14,2019-09-14 16:55:23,-54.149575,-79.54795
1.02131,0.0289385,6.08594,3.36533,19.9977,19.5706,4.93017,2019-09-14,2019-09-14 10:11:22,87.6126,-106.11122499999999
1.03541,3.42632,5.09847,12.1861,8.83501,19.6132,4.80557,2019-09-14,2019-09-14 10:33:46,21.38145,-78.03382500000001
1.03194,0.118237,5.0072,19.2214,6.48713,18.4278,4.70632,2019-09-14,2019-09-14 10:28:18,37.746075,-78.400575
1.05679,16.1852,5.01746,2.90646,5.11501,19.7457,4.97345,2019-09-14,2019-09-14 17:16:27,-60.459875,96.698775
1.20532,0.0360726,5.06201,19.6898,5.29436,18.8543,4.85812,2019-09-14,2019-09-14 22:59:47,-77.4527,-79.18292500000001
1.01077,0.0587214,5.18081,17.3911,6.70561,19.8547,4.79836,2019-09-14,2019-09-14 08:38:10,11.3088,-76.765475
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:22:05,-62.559075,-71.286875
17.305,0.0614618,15.8583,1.9521,7.23235,8.19222,4.39859,2019-09-14,2019-09-14 01:12:10,-80.099125,-66.351875
4.10865,6.74852,7.94043,5.09655,7.1045,19.1444,4.85692,2019-09-14,2019-09-14 10:36:26,13.35875,-77.89035
12.4386,0.0395898,5.05732,9.08836,5.07926,18.2977,4.99916,2019-09-14,2019-09-14 01:18:18,-80.76327500000001,100.9242
4.294,1.93783,18.5115,13.1634,6.21261,9.2416,1.63904,2019-09-14,2019-09-14 01:53:54,27.682025000000003,107.69925
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 10:27:30,40.1322,-78.468475
1.01815,0.000734782,5.05678,13.7237,11.4587,19.0371,4.70474,2019-09-14,2019-09-14 12:49:38,-29.984825,-78.2183
6.10928,11.4944,5.79377,2.18491,5.34824,19.105,4.96437,2019-09-14,2019-09-14 01:02:18,-49.612950000000005,-71.12967499999999
2.2339,2.38105,6.13999,13.1263,8.53974,17.935,4.64396,2019-09-14,2019-09-14 10:20:50,59.9416,-79.371225
1.93344,0.309551,9.79007,13.6776,9.88316,14.4257,4.98046,2019-09-14,2019-09-14 10:40:50,0.060024999999999995,-77.673
4.3064,13.1659,6.06389,20.5348,5.42413,1.28826,4.21666,2019-09-14,2019-09-14 01:43:54,-2.3511249999999997,107.18775
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 01:40:42,-12.04005,107.03375
1.16673,0.000139381,5.03175,18.9426,5.00735,19.995,4.85651,2019-09-14,2019-09-14 10:32:10,26.18225,-78.128375
3.17768,2.37988,19.349,1.71747,6.21126,18.532,3.6327,2019-09-14,2019-09-14 17:31:07,-15.382200000000001,98.2424
6.86318,8.35824,5.04806,7.40701,5.1813,19.9832,2.15905,2019-09-14,2019-09-14 01:36:18,-25.425124999999998,106.79624999999999
1.01269,0.730075,5.0806,17.946,5.36751,19.8772,4.98593,2019-09-14,2019-09-14 01:25:06,-59.78805,105.58149999999999
10.5488,7.8924,8.14612,11.4461,5.13859,7.88874,3.93928,2019-09-14,2019-09-14 01:32:10,-38.0621,106.50725000000001
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:09:49,-79.68405,115.36325000000001
19.6897,0.403307,5.06935,4.43408,5.02045,15.582,4.80108,2019-09-14,2019-09-14 14:00:27,66.08120000000001,102.98525
18.708,0.0195338,5.08225,3.98249,6.27083,19.8475,1.08934,2019-09-14,2019-09-14 17:10:43,-78.20235000000001,93.33475
15.295,0.014066,5.78687,8.9302,5.01146,19.9613,0.00109899,2019-09-14,2019-09-14 10:18:02,68.22535,-80.19035
1.00112,0.0465231,5.14021,16.346,8.60053,18.9914,4.87427,2019-09-14,2019-09-14 06:57:30,-44.4974,-74.567425
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 05:47:54,16.059874999999998,105.30900000000001
1.17298,0.0287689,5.00859,16.1,8.08889,19.9583,4.6425,2019-09-14,2019-09-14 00:27:06,57.0109,-73.69622500000001
1.97544,6.0383,5.1275,18.4327,5.70868,13.4303,4.28708,2019-09-14,2019-09-14 01:43:14,-4.366325,107.156
2.0795,17.6842,5.97434,1.83564,5.19576,17.7817,4.44879,2019-09-14,2019-09-14 10:35:30,16.16975,-77.93900000000001
1.11229,0.0347548,5.30467,18.6149,5.24788,19.8742,4.81133,2019-09-14,2019-09-14 18:24:35,36.20845,-82.75595
1.87047,1.18681,5.07099,16.8947,5.01474,19.9729,4.98937,2019-09-14,2019-09-14 10:24:10,50.05295,-78.820375
4.32674,0.22654,7.495,12.7284,7.94397,18.6426,3.63667,2019-09-14,2019-09-14 01:32:42,-36.428275,106.55024999999999
1.26457,0.0779614,5.23072,18.4389,5.00034,19.989,4.99847,2019-09-14,2019-09-14 10:04:50,72.70435,106.15225000000001
1.1531,0.0656092,5.07147,15.1406,9.12084,19.5628,4.88559,2019-09-14,2019-09-14 00:40:10,17.94335,-72.5214
2.75765,0.0680241,5.21271,6.42449,16.652,19.2972,4.58792,2019-09-14,2019-09-14 10:19:14,64.677725,-79.77595
1.02552,0.00177513,5.00497,19.1344,5.041,19.828,4.96433,2019-09-14,2019-09-14 16:15:55,65.048675,-83.151825
1.01072,0.00913756,5.00564,19.3073,5.15481,19.5157,4.99669,2019-09-14,2019-09-14 08:19:14,67.81677499999999,-79.034375
18.3187,0.00124302,5.0092,1.73125,5.00918,19.9641,4.96631,2019-09-14,2019-09-14 06:02:02,58.1463,106.60649999999998
2.86825,4.94054,5.006,11.9103,5.29905,19.9788,4.99698,2019-09-14,2019-09-14 20:45:31,-30.2081,-82.549375
1.05746,0.870271,5.02671,13.9213,9.33774,19.8714,4.91516,2019-09-14,2019-09-14 12:25:06,44.12480000000001,-79.691575
1.05787,2.5913,5.00737,16.4179,5.29643,19.6558,4.9733,2019-09-14,2019-09-14 22:35:47,-3.7327250000000003,-84.15755
1.02944,0.000808547,5.00407,10.3537,13.9385,19.8103,4.86312,2019-09-14,2019-09-14 04:20:10,71.31164999999999,-77.36757499999999
1.12867,0.259732,8.61297,14.3692,6.15253,19.5904,4.88647,2019-09-14,2019-09-14 10:22:42,54.407725,-79.02835
3.36305,4.16915,5.01629,12.8935,5.48054,19.1497,4.92774,2019-09-14,2019-09-14 10:39:54,2.887425,-77.718375
5.0,1.0,9.0,21.0,14.0,5.0,0.5,2019-09-14,2019-09-14 10:48:42,-23.90605,-77.26124999999999
1.03017,0.0105337,5.01075,19.5386,5.08424,19.5903,4.73541,2019-09-14,2019-09-14 05:06:10,-68.035025,-71.94447500000001
1.0554,0.0384106,5.05054,14.921,9.12446,19.8171,4.99309,2019-09-14,2019-09-14 04:30:02,42.020825,-75.24827499999999
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:09:25,-78.4657,114.84225
2.38869,0.0814398,6.6426,22.5207,5.56944,13.7109,4.08626,2019-09-14,2019-09-14 10:48:58,-24.722450000000002,-77.245025
1.00401,0.0640764,5.02881,19.8495,5.00872,19.0476,4.99731,2019-09-14,2019-09-14 10:50:58,-30.853825,-77.113925
5.96705,1.26559,6.51112,13.4576,5.21133,17.8081,4.77922,2019-09-14,2019-09-14 05:23:14,-59.0588,103.43725
2.13754,2.13061,5.09181,15.4811,5.17129,19.9932,4.99445,2019-09-14,2019-09-14 12:45:06,-16.115,-78.493475
1.60565,1.46526,5.43405,13.4012,12.44,15.6556,4.99818,2019-09-14,2019-09-14 10:49:06,-25.13085,-77.236725
1.01514,0.0136997,5.00025,19.25,5.16149,19.7807,4.7787,2019-09-14,2019-09-14 01:11:14,-77.22135,-67.763475
1.02576,3.17332,5.15144,15.6149,5.94799,19.866,4.22059,2019-09-14,2019-09-14 10:38:18,7.726274999999999,-77.796525
1.15323,0.0220625,5.0177,11.4199,12.4566,19.9545,4.97598,2019-09-14,2019-09-14 02:34:10,32.810900000000004,-73.90967500000001
12.1853,10.8808,5.87954,5.11219,5.0036,15.0239,0.914687,2019-09-14,2019-09-14 01:25:14,-59.377,105.60999999999999
1.34344,0.0769125,5.00445,7.34551,16.4074,19.8266,4.99574,2019-09-14,2019-09-14 10:29:38,33.764450000000004,-78.298
16.0857,0.565546,5.13652,2.96158,5.32814,19.9356,4.98687,2019-09-14,2019-09-14 23:13:15,-60.634225,93.33135
1.018,0.0180237,5.29165,14.3185,9.48293,19.9533,4.91762,2019-09-14,2019-09-14 20:50:11,-44.55045,-82.1273
1.06879,0.589943,9.49831,14.6339,5.81329,18.5334,4.86233,2019-09-14,2019-09-14 01:49:14,13.71095,107.4425
19.9501,0.00541934,5.00292,0.672069,5.03455,19.4722,4.86273,2019-09-14,2019-09-14 10:02:34,66.01745,105.11749999999999
11.8982,5.56306,7.84317,0.599603,5.27132,18.9133,4.91137,2019-09-14,2019-09-14 05:23:54,-57.002975000000006,103.5685
2.12583,1.1889,12.3838,15.8689,5.24514,13.5953,4.59215,2019-09-14,2019-09-14 07:57:38,48.2598,105.02525
1.00199,1.97667,5.0257,16.8983,5.54739,19.7024,4.84752,2019-09-14,2019-09-14 10:41:06,-0.7484000000000001,-77.66007499999999
6.1338,1.54724,13.7561,9.02383,5.13929,18.4224,0.977286,2019-09-14,2019-09-14 01:37:54,-20.549525,106.888
1.56707,1.6566,8.46485,15.8439,7.88083,19.4854,0.101303,2019-09-14,2019-09-14 01:48:02,10.1062,107.38325
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2021-04-22,2021-04-22 20:17:49,-75.69465,-73.022675
1.38426,6.98086e-05,5.24316,17.7025,6.34717,19.3561,4.96678,2019-09-14,2019-09-14 01:03:14,-52.493975000000006,-71.0031
1.06311,0.0513798,5.00285,4.06632,19.8755,19.9921,4.94869,2019-09-14,2019-09-14 18:44:27,-23.743075,-81.60785
15.9821,0.852263,5.00773,5.74193,5.09855,17.4297,4.88775,2019-09-14,2019-09-14 04:52:34,-26.110675,-73.9585
1.03098,0.00106625,5.00085,18.9019,5.18193,19.9761,4.90722,2019-09-14,2019-09-14 14:58:35,-60.806425,-78.04305
2.06097,0.0326331,5.0859,19.8592,6.75246,16.5035,4.70529,2019-09-14,2019-09-14 10:12:18,85.05185,-90.228275
1.55496,8.87428,15.3483,3.75568,5.00426,15.8884,4.57414,2019-09-14,2019-09-14 05:55:22,38.3655,105.78375
1.02469,16.6212,5.05044,3.087,5.01412,19.3131,4.88936,2019-09-14,2019-09-14 07:30:18,-34.085225,103.33375
1.05462,0.0010658,5.12389,19.3652,5.11126,19.3441,4.99982,2019-09-14,2019-09-14 02:11:38,80.224925,113.23575
1.30811,0.344403,5.20968,17.9165,5.50991,19.9657,4.74567,2019-09-14,2019-09-14 10:13:06,82.73952499999999,-86.02705
1.04546,0.0100552,5.9518,8.02565,15.8541,19.1935,4.91946,2019-09-14,2019-09-14 18:30:43,17.8683,-82.347225
16.8192,0.00607957,5.00141,4.75794,5.00267,18.46,4.95278,2019-09-14,2019-09-14 15:13:23,-73.20507500000001,96.13125
1.07899,0.0446775,5.59007,17.2253,6.38722,19.9336,4.74012,2019-09-14,2019-09-14 03:08:58,-73.45375,-69.9342
3.90749,17.7601,5.43563,3.14929,5.05293,14.7779,4.91661,2019-09-14,2019-09-14 13:53:23,45.15935,101.66425
5.0,1.0,9.0,21.0,14.0,5.0,0.5,2019-09-14,2019-09-14 10:29:30,34.16285,-78.3078
1.12777,4.50224,5.0,10.3666,9.46782,19.5432,4.9924,2019-09-14,2019-09-14 10:39:30,4.0981,-77.7378
1.29297,0.0128493,5.15717,10.3094,13.5983,19.7895,4.83982,2019-09-14,2019-09-14 01:09:14,-71.040775,-69.34689999999999
1.01222,0.0273105,5.00864,19.018,5.1127,19.883,4.93809,2019-09-14,2019-09-14 06:02:18,58.935449999999996,106.65899999999999
1.31018,0.00686567,5.02296,16.5714,7.19741,19.9002,4.99097,2019-09-14,2019-09-14 07:03:54,-64.26650000000001,-73.447375
1.0202,0.00141672,5.00017,16.0822,8.19496,19.754,4.94712,2019-09-14,2019-09-14 04:15:22,85.38675,-87.764975
2.88068,1.37963,5.07793,15.6712,5.09242,19.9263,4.97189,2019-09-14,2019-09-14 23:53:31,61.30265,97.1823
2.55081,12.0792,5.01747,5.79017,5.1002,19.5847,4.87735,2019-09-14,2019-09-14 01:01:06,-45.91139999999999,-71.27090000000001
1.24375,0.00673614,5.01001,19.0834,5.08814,19.6478,4.92013,2019-09-14,2019-09-14 10:19:54,62.7052,-79.591425
1.00951,0.0824222,5.08645,11.3497,12.9989,19.5979,4.87509,2019-09-14,2019-09-14 01:04:02,-54.96455,-70.8791
5.0,1.0,9.0,21.0,14.0,5.0,0.5,2019-09-14,2019-09-14 01:31:38,-39.6969,106.46225000000001
1.03624,0.0393524,5.00173,18.9242,5.27998,19.895,4.82358,2019-09-14,2019-09-14 14:11:07,82.300875,-87.83892500000002
1.76853,0.0404483,5.98862,11.7266,10.8829,19.8725,4.72041,2019-09-14,2019-09-14 10:26:50,42.119125,-78.52915
15.0424,0.0539561,5.09317,8.52962,5.00211,16.4597,4.81909,2019-09-14,2019-09-14 23:55:31,67.20727500000001,97.81375
1.02082,0.00976813,5.15434,19.2369,5.03365,19.8819,4.66261,2019-09-14,2019-09-14 16:56:35,-57.8588,-79.324175
1.00171,0.517578,5.09395,18.0376,5.41067,19.9731,4.96545,2019-09-14,2019-09-14 02:46:02,-2.9745999999999997,-73.27245
2.9265,1.49324,5.44811,21.5184,6.26193,12.6458,4.70604,2019-09-14,2019-09-14 13:49:46,34.3956,101.342
1.07731,0.205208,5.18066,5.5272,18.2984,19.7876,4.92362,2019-09-14,2019-09-14 01:13:30,-84.18495,-61.893325
1.01618,0.0296161,5.00403,19.0912,5.05194,19.917,4.89004,2019-09-14,2019-09-14 14:09:23,87.21765,-104.007575
5.52975,5.28325,7.24819,11.806,11.4995,9.33682,4.29652,2019-09-14,2019-09-14 01:39:06,-16.89905,106.95224999999999
4.27391,1.13482,15.3487,9.67058,5.25157,14.4936,4.82677,2019-09-14,2019-09-14 05:21:54,-63.172875,103.1185
7.80915,0.417444,5.34277,15.7445,18.6952,5.94243,1.04855,2021-04-22,2021-04-22 20:19:49,-69.54485,-71.936325
1.00818,0.00269277,5.29165,19.0007,5.04281,19.9467,4.7072,2019-09-14,2019-09-14 04:51:30,-22.843225,-74.022625
1.81081,13.0331,5.64842,6.44568,6.69893,17.153,4.21007,2019-09-14,2019-09-14 19:28:43,-19.481025,97.067725
1.04103,0.00419084,5.06368,19.1238,5.31319,19.703,4.75115,2019-09-14,2019-09-14 12:58:50,-58.333200000000005,-77.152375
1.03164,0.0267278,5.03742,10.0383,14.7374,19.7807,4.34782,2019-09-14,2019-09-14 01:09:06,-70.6285,-69.41695
9.58361,0.03329,5.15947,10.6285,5.12295,19.5562,4.9159,2019-09-14,2019-09-14 04:04:34,62.504,108.01075
8.39616,0.955433,19.7607,8.54186,8.43153,4.27038,4.64397,2019-09-14,2019-09-14 01:12:18,-80.509525,-66.080825
1.00751,0.00337016,9.64137,17.8983,8.23567,13.2391,4.97469,2019-09-14,2019-09-14 01:41:54,-8.402149999999999,107.0925
1.02086,19.4176,5.01812,4.25991,5.84024,14.5461,4.89715,2019-09-14,2019-09-14 04:46:02,-6.160774999999999,-74.30914999999999
17.2425,1.01232,5.08245,2.11955,5.02662,19.9454,4.57122,2019-09-14,2019-09-14 04:01:30,53.42744999999999,107.42099999999999
1.2512,0.00916587,5.20453,18.861,5.02869,19.9316,4.71381,2019-09-14,2019-09-14 12:16:18,70.20179999999999,-81.59385
5.20456,7.04744,5.26259,10.4589,5.35915,16.7782,4.88919,2019-09-14,2019-09-14 10:31:14,28.978324999999998,-78.18742499999999
2.53992,0.459375,5.36767,12.4473,17.2402,13.1439,3.80157,2019-09-14,2019-09-14 10:40:18,1.676225,-77.69907500000001
1.17158,0.0174526,5.06579,18.9513,5.05703,19.8163,4.92057,2019-09-14,2019-09-14 10:22:10,55.9898,-79.11615
6.29406,13.2598,7.21551,2.70933,5.54152,17.6603,2.31943,2019-09-14,2019-09-14 17:29:07,-21.485625000000002,98.1271
5.36693,4.02184,13.4718,5.12514,6.66873,18.8312,1.51441,2019-09-14,2019-09-14 01:41:38,-9.210125,107.07974999999999
2.16855,0.352741,6.86207,13.1163,10.3794,18.9599,3.16105,2019-09-14,2019-09-14 10:18:18,67.43735,-80.087525
5.0,1.0,9.0,21.0,14.0,5.0,0.5,2019-09-14,2019-09-14 01:04:26,-56.2003,-70.81117499999999
5.0,1.0,9.0,21.0,14.0,5.0,0.5,2019-09-14,2019-09-14 01:12:34,-81.32955,-65.45859999999999
1.05659,0.0887531,5.2274,18.9781,5.22001,19.7513,4.6778,2019-09-14,2019-09-14 22:59:15,-75.80357500000001,-79.816475
1.3564,9.29854,5.22168,8.9811,5.81425,19.4366,4.89139,2019-09-14,2019-09-14 21:30:59,-9.363875,96.1579
1.36966,7.39472,5.06515,10.3917,6.11371,19.8959,4.76915,2019-09-14,2019-09-14 10:23:22,52.429024999999996,-78.9283
1.04213,0.0150583,5.13934,18.4256,5.56661,19.8146,4.99664,2019-09-14,2019-09-14 08:20:58,62.688225,-78.4906
1.07368,0.0264562,5.00513,6.70378,17.4147,19.8085,4.96781,2019-09-14,2019-09-14 10:16:02,74.12832499999999,-81.27732499999999
1.88565,0.0178616,15.0618,4.77293,8.81909,19.946,4.49664,2019-09-14,2019-09-14 10:28:02,38.54175,-78.422975
1.00315,0.000456481,5.02054,5.80467,18.3384,19.8607,4.97206,2019-09-14,2019-09-14 01:01:14,-46.3226,-71.256325
1.09891,0.105228,5.06045,18.8341,5.00795,19.9887,4.90474,2019-09-14,2019-09-14 04:29:38,43.213775,-75.285975
1.0083,0.0290699,5.00518,17.8842,6.13083,19.9719,4.97057,2019-09-14,2019-09-14 10:54:10,-40.6914,-76.85695000000001
1.6416,0.0514707,16.3324,7.44107,8.23397,16.4012,4.89829,2019-09-14,2019-09-14 21:37:15,9.624875,96.48840000000001
18.004,0.0664329,5.20627,4.83516,5.06678,16.8278,4.99351,2019-09-14,2019-09-14 01:18:02,-81.58234999999999,100.272125
1.00895,7.76604,5.26072,9.64219,6.9749,19.407,4.94023,2019-09-14,2019-09-14 10:41:22,-1.55715,-77.64725
19.3105,8.19441,5.02783,3.34508,5.74198,8.47855,4.90164,2019-09-14,2019-09-14 01:20:58,-72.542225,104.0685
1.12544,0.00931079,5.09211,18.9901,5.05271,19.7308,4.9995,2019-09-14,2019-09-14 04:28:02,47.98045,-75.454575
18.9444,0.169342,5.04173,5.25936,5.15602,15.9792,4.44987,2019-09-14,2019-09-14 01:27:22,-52.80525,105.9845
1.09059,0.0913462,5.11425,13.1849,10.739,19.8373,4.94258,2019-09-14,2019-09-14 01:14:10,-86.18895,-55.987424999999995
4.38428,3.58274,5.03819,12.052,5.03912,19.9174,4.98625,2019-09-14,2019-09-14 16:42:11,-13.629125,-80.71334999999999
1.1527,16.9893,5.02864,1.72731,5.3928,19.9497,4.75954,2019-09-14,2019-09-14 10:46:50,-18.197825,-77.369025
3.4292,2.63233,6.31731,25.7176,9.45054,6.87244,0.580625,2019-09-14,2019-09-14 01:35:46,-27.0524,106.76374999999999
1.01289,0.0211504,5.1349,18.8617,5.20282,19.9112,4.85531,2019-09-14,2019-09-14 18:26:03,31.83515,-82.643475
1.02794,0.027517,5.01057,18.491,5.52032,19.9953,4.92734,2019-09-14,2019-09-14 08:52:42,-32.953,-75.9795
1.02259,0.00632802,6.87582,15.6949,6.52049,19.9006,4.97924,2019-09-14,2019-09-14 06:35:06,23.708050000000004,-75.89695
1.13774,12.027,5.09703,7.41056,5.32191,19.0138,4.99191,2019-09-14,2019-09-14 13:51:31,39.610425,101.48425
1.9558,0.0574961,5.09961,17.9273,5.16947,19.797,4.99332,2019-09-14,2019-09-14 10:49:14,-25.53915,-77.22855000000001
1.23481,0.0720567,5.59852,16.1695,7.8996,19.3638,4.6617,2019-09-14,2019-09-14 01:15:38,-88.52555,55.46665
3.55601,0.510238,11.4236,20.3545,15.4859,3.54315,0.126711,2019-09-14,2019-09-14 01:45:38,2.880725,107.26924999999999
2.67702,0.19339,5.20347,10.0085,13.2689,18.7847,4.86401,2019-09-14,2019-09-14 01:18:50,-79.122275,101.93165
1.79923,12.8838,7.93628,6.23361,5.43414,19.9237,0.789287,2019-09-14,2019-09-14 01:24:50,-60.61019999999999,105.5225
15.6592,0.108669,5.0757,13.027,5.95263,10.2109,4.96587,2019-09-14,2019-09-14 01:36:10,-25.831850000000003,106.78775
3.97392,0.495968,8.78315,16.8221,19.8125,4.70364,0.40869,2019-09-14,2019-09-14 17:31:15,-14.975850000000001,98.24975
5.0,1.0,9.0,20.5,14.0,5.0,0.5,2019-09-14,2019-09-14 01:18:58,-78.7116,102.13775000000001
1.03745,0.00144401,5.02808,19.23,5.02625,19.9013,4.77539,2019-09-14,2019-09-14 00:56:42,-32.3693,-71.654475
1.53438,3.87958,5.10322,14.1516,5.43838,19.9862,4.90666,2019-09-14,2019-09-14 10:20:10,61.91589999999999,-79.52442500000001
1.1345,0.00167564,5.02527,19.0399,5.38552,19.4163,4.99688,2019-09-14,2019-09-14 22:17:15,51.721700000000006,-85.534925
